names,country_code_US,edition_information_,edition_information_1,edition_information_1st,edition_information_1st edition,edition_information_20,edition_information_3,edition_information_Tb`@ dr ltnwyr l'wl~,edition_information_l'wl~,edition_information_l'wl~ - slsl@ lsh`r - l`dd 1286,edition_information_lTb`@ l'wly,edition_information_lTb`@ l'wl~,edition_information_lTb`@ lrb`@,edition_information_lTb`@ lthmn@ `shr,edition_information_lTb`@ lthny@,edition_information_lkhms@,edition_information_mktb@ l'sr@ - l'`ml lbd`y@,format_,format_Audiobook,format_Hardcover,format_Mass Market Paperback,format_Paperback,format_ebook,format_paper book,is_ebook_false,is_ebook_true,language_code_,language_code_ara,num_pages_,num_pages_10,num_pages_100,num_pages_101,num_pages_105,num_pages_108,num_pages_117,num_pages_124,num_pages_127,num_pages_128,num_pages_130,num_pages_141,num_pages_142,num_pages_143,num_pages_144,num_pages_147,num_pages_152,num_pages_155,num_pages_157,num_pages_158,num_pages_159,num_pages_160,num_pages_162,num_pages_163,num_pages_165,num_pages_167,num_pages_171,num_pages_173,num_pages_179,num_pages_194,num_pages_202,num_pages_205,num_pages_212,num_pages_22,num_pages_223,num_pages_242,num_pages_248,num_pages_280,num_pages_283,num_pages_284,num_pages_30,num_pages_32,num_pages_35,num_pages_40,num_pages_408,num_pages_478,num_pages_508,num_pages_51,num_pages_52,num_pages_55,num_pages_58,num_pages_60,num_pages_675,num_pages_70,num_pages_79,num_pages_80,num_pages_86,num_pages_98,num_pages_99,publication_day_,publication_day_11,publication_day_12,publication_day_14,publication_day_18,publication_day_30,publication_day_7,publication_month_,publication_month_1,publication_month_11,publication_month_12,publication_month_3,publication_month_4,publication_month_6,publication_month_8,publication_year_,publication_year_1973,publication_year_1979,publication_year_1982,publication_year_1983,publication_year_1986,publication_year_1993,publication_year_1996,publication_year_1997,publication_year_1998,publication_year_1999,publication_year_2001,publication_year_2004,publication_year_2005,publication_year_2006,publication_year_2007,publication_year_2008,publication_year_2009,publication_year_2010,publication_year_2012,publication_year_2013,publication_year_2014,publisher_,publisher_Tb`@ khS@,publisher_bltynywm bwk,publisher_bytn,publisher_dr  'ktb llnshr wltwzy`,publisher_dr 'Tls,publisher_dr 'ktb llnshr wltwzy`,publisher_dr 'thr llnshr w ltwzy`,publisher_dr Gryb llTb`@ w lnshr w ltwzy`,publisher_dr blwmzbr~ llnshr - mw'ss@ qTr llnshr,publisher_dr dwn llnshr w ltwzy`,publisher_dr ladb,publisher_dr lfrby,publisher_dr lfrwq llstthmrt lthqfy@,publisher_dr ljdyd,publisher_dr ljndy llnshr wltwzy`,publisher_dr lkfH llnshr w ltwzy`,publisher_dr lktb l`rby,publisher_dr lmd~ llthqf@ wlnshr,publisher_dr lnhr,publisher_dr lshrwq,publisher_dr ltnwyr,publisher_dr lyl~,publisher_dr ryD lrys llktb wlnshr,publisher_eslam heggy,publisher_khS - swzn `lywn,publisher_ldr l`rby@ ll`lwm nshrwn,publisher_ldr lwTny@ ljdyd@,publisher_lhyy'@ lmSry@ l`m@ llktb,publisher_lmrkz lqwm~ lltrjm@ - mSr,publisher_lmw'ss@ l`rby@ lldrst wlnshr,publisher_lmw'ss@ lwTny@ llnshr,publisher_mktb@ l'sr@,publisher_mktb@ mdbwly,publisher_mnshwrt Gd@ lsmn,publisher_mnshwrt nzr qbny,publisher_mnshwrt nzr qbn~,publisher_mshrw` Sb lSwt,publisher_nshr lktrwny,publisher_nwfl,publisher_ryD lrys llktb wlnshr,title_without_series_أثر الفراشة,title_without_series_أحبك أحبك والبقية تأتى,title_without_series_أحبك وكفى,title_without_series_أحد عشر كوكبا,title_without_series_أحلام على قائمة الانتظار,title_without_series_أحلى قصائد الصوفية,title_without_series_أحلى قصائدي,title_without_series_أريد امرأة,title_without_series_أعلنت عليك الحب,title_without_series_أكاذيب سمكة,title_without_series_أمل دنقل: الأعمال الكاملة,title_without_series_أنا خائف,title_without_series_أوراق الغرفة 8,title_without_series_اعترافات لا تدلي بها النساء,title_without_series_اعتقال لحظة هاربة,title_without_series_الأبدية لحظة حب,title_without_series_الأعمال الشعرية الكاملة,title_without_series_الإلياذة,title_without_series_الحب من الوريد إلى الوريد,title_without_series_الحفلة,title_without_series_الخيانة.. مشوار محرج لحد الحزن,title_without_series_الشعلة الزرقاء,title_without_series_الكتابة في لحظة عري,title_without_series_الليالي الأربع,title_without_series_المانيفستو,title_without_series_بعيدًا.. إلى السماء أقرب,title_without_series_جدارية,title_without_series_حبة هوا...,title_without_series_حكايا السمراء,title_without_series_حين يرتدي الحزن قلوبنا,title_without_series_ختم الذاكرة بالشمع الأحمر,title_without_series_دائمًا أنت بقلبي,title_without_series_ذاكرة للنسيان,title_without_series_سأخون وطني,title_without_series_عاشقة في محبرة,title_without_series_عجوز تؤلمه الضحكات,title_without_series_عصافير الجنة,title_without_series_على أجنحة الطير,title_without_series_عليك اللهفة,title_without_series_عيناك قدري,title_without_series_غياب,title_without_series_فلوماستر أبيض,title_without_series_قالوا لي بتحب مصر: قلت مش عارف,title_without_series_قد نلتقي,title_without_series_قصر الكلام,title_without_series_قصيدة بلقيس,title_without_series_قلبي يُحدثني,title_without_series_كائن اسمه الحب,title_without_series_كبرتُ ونسيت أن أنسى,title_without_series_كزهر اللوز أو أبعد,title_without_series_كنت أود الاحتفاظ بك,title_without_series_لأني أحبك,title_without_series_لا أريد لهذي القصيدة أن تنتهي,title_without_series_لا أشبه أحدًا,title_without_series_لا تصالح,title_without_series_لا شيء يشبهني,title_without_series_لا غالب إلا الحب,title_without_series_لحظة من فضلك  الحياة لا ترجع إلي الخلف,title_without_series_لماذا تركت الحصان وحيدًا,title_without_series_لن أبيع العمر,title_without_series_لنتخيل المشهد,title_without_series_لو أننا لم نفترق,title_without_series_لو اننا لم نفترق,title_without_series_ليتها تقرأ,title_without_series_ليس كل الأحلام قصائد,title_without_series_ليلى والمجنون,title_without_series_مأساة الحلاج,title_without_series_ما معنى أن تكون وحيدًا؟,title_without_series_ما يفوق الوصف,title_without_series_مرآة تبحث عن وجه,title_without_series_مرسال لحبيبتي,title_without_series_مسبحة الرئيس,title_without_series_ناقص حتة,title_without_series_هكذا أكتب تاريخ النساء,title_without_series_وكاد العشق يقتلني,title_without_series_ولدت هناك، ولدت هنا,title_without_series_يوميات امرأة لا مبالية,title_أثر الفراشة,title_أحبك أحبك والبقية تأتى,title_أحبك وكفى,title_أحد عشر كوكبا,title_أحلام على قائمة الانتظار,title_أحلى قصائد الصوفية,title_أحلى قصائدي,title_أريد امرأة,title_أعلنت عليك الحب,title_أكاذيب سمكة,title_أمل دنقل: الأعمال الكاملة,title_أنا خائف,title_أوراق الغرفة 8,title_اعترافات لا تدلي بها النساء,title_اعتقال لحظة هاربة,title_الأبدية لحظة حب,title_الأعمال الشعرية الكاملة,title_الإلياذة,title_الحب من الوريد إلى الوريد,title_الحفلة,title_الخيانة.. مشوار محرج لحد الحزن,title_الشعلة الزرقاء,title_الكتابة في لحظة عري,title_الليالي الأربع,title_المانيفستو,title_بعيدًا.. إلى السماء أقرب,title_جدارية,title_حبة هوا...,title_حكايا السمراء,title_حين يرتدي الحزن قلوبنا,title_ختم الذاكرة بالشمع الأحمر,title_دائمًا أنت بقلبي,title_ذاكرة للنسيان,title_سأخون وطني,title_عاشقة في محبرة,title_عجوز تؤلمه الضحكات,title_عصافير الجنة,title_على أجنحة الطير,title_عليك اللهفة,title_عيناك قدري,title_غياب,title_فلوماستر أبيض,title_قالوا لي بتحب مصر: قلت مش عارف,title_قد نلتقي,title_قصر الكلام,title_قصيدة بلقيس,title_قلبي يُحدثني,title_كائن اسمه الحب,title_كبرتُ ونسيت أن أنسى,title_كزهر اللوز أو أبعد,title_كنت أود الاحتفاظ بك,title_لأني أحبك,title_لا أريد لهذي القصيدة أن تنتهي,title_لا أشبه أحدًا,title_لا تصالح,title_لا شيء يشبهني,title_لا غالب إلا الحب,title_لحظة من فضلك  الحياة لا ترجع إلي الخلف,title_لماذا تركت الحصان وحيدًا,title_لن أبيع العمر,title_لنتخيل المشهد,title_لو أننا لم نفترق,title_لو اننا لم نفترق,title_ليتها تقرأ,title_ليس كل الأحلام قصائد,title_ليلى والمجنون,title_مأساة الحلاج,title_ما معنى أن تكون وحيدًا؟,title_ما يفوق الوصف,title_مرآة تبحث عن وجه,title_مرسال لحبيبتي,title_مسبحة الرئيس,title_ناقص حتة,title_هكذا أكتب تاريخ النساء,title_وكاد العشق يقتلني,title_ولدت هناك، ولدت هنا,title_يوميات امرأة لا مبالية
10075436,X,,,,,,,,,X,,,,,,,,,,,,X,,,X,,,X,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,
10277752,X,X,,,,,,,,,,,,,,,,X,,,,,,,X,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,X,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11295077,X,X,,,,,,,,,,,,,,,,,,X,,,,,X,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,X,,,,,,,X,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11296693,X,X,,,,,,,,,,,,,,,,,,,,,X,,,X,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,X,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11779543,X,X,,,,,,,,,,,,,,,,X,,,,,,,X,,,X,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,X,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12372272,X,,,,,X,,,,,,,,,,,,,,,,X,,,X,,,X,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,X,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,
13243253,X,X,,,,,,,,,,,,,,,,X,,,,,,,X,,,X,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,X,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13496899,X,X,,,,,,,,,,,,,,,,,,,,X,,,X,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,X,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13499078,X,,,,,,,,,,,X,,,,,,,,,,X,,,X,,,X,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14288864,X,X,,,,,,,,,,,,,,,,,,,,,X,,,X,X,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
